iosCreateImagesetFolders,bmp,gif,android,ios,androidMipmapInsteadOfDrawable,scaleIsHeightDp,web,jpeg,floor,win,antiAliasing,skipUpscaling,androidIncludeLdpiTvdpi,png,ceil,round,threads,workload
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,svg-large
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,svg-large
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,90,svg-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,svg-large
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,svg-large
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-large
0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,10,svg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,svg-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,svg-large
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,svg-large
0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10,svg-large
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,90,svg-large
0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,10,svg-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,90,svg-large
0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,10,svg-large
0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,10,svg-large
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,10,svg-large
1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,90,svg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,90,svg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-large
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,png-large
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90,png-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,png-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,png-large
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,png-large
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,png-large
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,png-large
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-large
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,png-large
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-large
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-large
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,png-large
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-large
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,png-large
0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,10,png-large
0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,png-large
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,psd-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-small
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-small
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-small
0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,90,psd-small
1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,psd-small
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,psd-small
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10,psd-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-small
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,psd-small
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-small
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-small
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,psd-small
0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,psd-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,90,psd-small
1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,90,psd-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-small
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,jpeg-medium
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,jpeg-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,jpeg-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,jpeg-medium
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,jpeg-medium
1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,jpeg-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,jpeg-medium
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,jpeg-medium
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90,jpeg-medium
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,jpeg-medium
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,jpeg-medium
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,jpeg-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,jpeg-medium
0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,jpeg-medium
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,jpeg-medium
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,psd-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-large
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,psd-large
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,psd-large
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10,psd-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-large
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,psd-large
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,psd-large
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,10,psd-large
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,10,psd-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,psd-large
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,psd-large
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,90,psd-large
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90,psd-large
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,psd-large
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,psd-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,png-medium
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,png-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-medium
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,png-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-medium
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,png-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-medium
1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,png-medium
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,png-medium
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,png-medium
0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,png-medium
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,png-medium
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,90,png-medium
0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,90,png-medium
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,png-medium
0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,png-medium
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-medium
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,png-medium
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,png-medium
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90,psd-medium
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,psd-medium
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10,psd-medium
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,10,psd-medium
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,psd-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,psd-medium
0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,10,psd-medium
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,10,psd-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-medium
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,psd-medium
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-medium
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-medium
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,psd-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,psd-medium
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,psd-medium
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,90,psd-medium
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,90,psd-medium
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,psd-medium
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,psd-medium
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,90,jpeg-large
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,jpeg-large
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,jpeg-large
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,jpeg-large
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-small
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-small
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-small
0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,90,svg-small
1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,svg-small
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,90,svg-small
1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,90,svg-small
0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,svg-small
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,svg-small
1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,90,svg-small
0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,90,svg-small
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,svg-small
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,90,svg-small
1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,90,svg-small
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,svg-small
0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,90,svg-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,svg-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,10,svg-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,svg-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,svg-small
1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,png-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-small
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,90,png-small
1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,90,png-small
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,90,png-small
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90,png-small
0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,90,png-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,90,png-small
0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,90,png-small
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,90,png-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-small
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-small
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,90,png-small
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,90,png-small
0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-small
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,90,png-small
0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,10,png-small
1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,90,png-small
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,90,png-small
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,90,png-small
